course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""AFAM 4623-001 -Hip Hop Culture & Contemp Amer"",",Jermaine Thibodeaux,"Prerequisite: any course that focuses on African or African American content, or English 1213. Historical inquiry into behavioral and sociopolitical trends of hip hop culture. Attempts to codify and recognize dominant cultural attitudes, concepts and paradigms as global phenomenon shaping understanding of contemporary African American character, identity, and culture. (Irreg.)",Jan 13 - May 2,24 out of 30,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,1:00 pm - 1:50 pm,Sarkeys Energy Ctr,M,8:00 am - 10:00 am,May 8,"Sarkeys Energy Ctr M0204 R"","
"""AFAM 4633-001 -AFAM Religious Traditions"",",Amos Coleman,"Prerequisite: any course that focuses on African or African American content, or English 1213. An anthropological and historical inquiry into the nature of the religious experience of Africans enslaved and involuntarily brought to the United States. Emphasis is placed upon the identification and understanding of the central cultural and religious practices and products form black peoples' experiences of the holy. (Irreg.)",Jan 13 - May 2,21 out of 25,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,12:00 pm - 1:15 pm,Dale Hall,T,1:30 pm - 3:30 pm,May 6,"Dale Hall Tower 104 T"","
"""AFAM 4743-001 -Black Women and Leadership"",",Andrea Benjamin,Prerequisite: ENGL 1213 or EXPO 1213 and junior standing. Explores issues and strategies related to the roles and responsibilities of women in leadership positions and public service. The focus will be on African-American female leaders in diverse contexts. Do women have an identifiably different ways of leading? How does leadership manifest itself in the public arena? Why does women's public leadership matter? (Irreg.),Jan 13 - May 2,16 out of 30,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,10:30 am - 11:45 am,Physical Science Ctr 404,TR,8:00 am - 10:00 am,May 7,"Physical Science Ctr 404 W"","
"""AFAM 4990-001 -Independent Study"",",Kalenda Eaton,"Prerequisite: permission of instructor. Permits the student to study in depth, under the guidance of the instructor, particular and special African and African-American topics of interest to the student and within the expertise of the instructor. Generally, students and the instructor meet to determine the nature of independent study, schedule progress reports and meetings, timelines for the submission of assignments, nature of the evaluation process and culminating effort or activity. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,8:00 am - 10:00 am,May 7,"Physical Science Ctr 404 W"","
"""AFAM 4990-002 -Independent Study"",",Jermaine Thibodeaux,"Prerequisite: permission of instructor. Permits the student to study in depth, under the guidance of the instructor, particular and special African and African-American topics of interest to the student and within the expertise of the instructor. Generally, students and the instructor meet to determine the nature of independent study, schedule progress reports and meetings, timelines for the submission of assignments, nature of the evaluation process and culminating effort or activity. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""AFAM 4990-004 -Independent Study"",",Greg Graham,"Prerequisite: permission of instructor. Permits the student to study in depth, under the guidance of the instructor, particular and special African and African-American topics of interest to the student and within the expertise of the instructor. Generally, students and the instructor meet to determine the nature of independent study, schedule progress reports and meetings, timelines for the submission of assignments, nature of the evaluation process and culminating effort or activity. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""AFAM 4990-005 -Independent Study"",",TBD,"Prerequisite: permission of instructor. Permits the student to study in depth, under the guidance of the instructor, particular and special African and African-American topics of interest to the student and within the expertise of the instructor. Generally, students and the instructor meet to determine the nature of independent study, schedule progress reports and meetings, timelines for the submission of assignments, nature of the evaluation process and culminating effort or activity. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Physical Science,Ctr Days not,"available""",,,
"""AME 6980-020 -Research Doctoral Dissertation"",",Chenkai Dai,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Engineering Lab,110 Days not,"available""",,,
"""AME 6980-021 -Research Doctoral Dissertation"",",Bin Xu,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""AME 6980-023 -Research Doctoral Dissertation"",",Yingtao Liu,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""AME 6980-024 -Research Doctoral Dissertation"",",Jivtesh Garg,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Felgar Hall,217 Days not,"available""",,,
"""AME 6980-026 -Research Doctoral Dissertation"",",Dong Zhang,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""AME 6980-027 -Research Doctoral Dissertation"",",Pejman Kazempoor,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,3 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""AME 6980-030 -Research Doctoral Dissertation"",",Hamidreza Shabgard,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Felgar Hall,206 Days not,"available""",,,
"""AME 6980-033 -Research Doctoral Dissertation"",",Yingtao Liu,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. (F, Sp, Su)",Jan 13 - May 9,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not - Felgar Hall,205 Days not,"available""",,,
"""AMGT 3023-001 -Entrepreneurial Mindset"",",Renard Stanislas,"Prerequisite: AMGT 2013 and AMGT 3013. This course is designed for students who are intent on developing artistic sustainability, entrepreneurial success, and creative/social change. A career in tomorrow's art industry benefits from a mindset that welcomes change, fast-paced decision-making, and a rock-solid foundation of values, work ethic, and reasoning. This hands-on course is delivered through exercises and mini-projects dealing with ideation, action, marketing, pitching, and strategy. (Irreg.)",Jan 13 - May 2,20 out of 30,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,0 Waiting,4:30 pm - 5:45 pm,Video Conference,TR,10:30 am - 12:30 pm,May 9,"Video Conference F"","
"""AMGT 4030-001 -Internship I in The Arts"",",Renard Stanislas,1 to 3 hours. (Slashlisted with AMGT 5030) Prerequisite: Junior standing or permission of the instructor; May be repeated; Maximum credit: six hours. Students arrange for and work in a focused professional work experience. No student may earn credit for both 4030 and 5030. (Irreg.),Jan 13 - May 9,5 out of 5,Internship,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,10:30 am - 12:30 pm,May 9,"Video Conference F"","
"""AMGT 4173-001 -Artist Management"",",Renard Stanislas,"(Slashlisted with AMGT 5173) Prerequisite: Junior standing. This course explores the role, importance, and function of artist managers and artistic teams. How they impact the career of the artist and their brand. Students will examine the principles of leadership dynamics and motivation to focus and empower current and potential managers. This course provides the tools necessary to manage artists' careers across various artistic disciplines. No student may earn credit for both 4173 and 5173. (Sp)",Jan 13 - May 2,13 out of 20,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,0 Waiting,6:00 pm - 7:20 pm,Video Conference,"TR""",,,
"""AMGT 4990-001 -Independent Study"",",Renard Stanislas,1 to 3 hours. Prerequisite: Senior standing and permission of instructor. May be repeated; maximum credit nine hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),Jan 13 - May 9,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
